City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,colonia,50.9333,6.95,11.05,90,0,3.6,DE,1702410679
83,ribeira grande,38.5167,-28.7,14.87,58,20,4.47,PT,1702410901
84,tazovsky,67.4667,78.7,-22.61,93,100,4.16,RU,1702410901
85,kingston,17.997,-76.7936,30.53,70,20,8.23,JM,1702410703
86,la passe,45.5549,-0.8967,12.13,85,100,8.58,FR,1702410902
87,bel ombre,-4.6167,55.4167,27.91,78,40,3.6,SC,1702410902
88,kulhudhuffushi,6.6221,73.07,26.73,74,62,0.3,MV,1702410902
89,ometepec,16.6833,-98.4167,32.2,37,1,2.19,MX,1702410903
90,buka,40.8108,69.1986,-19.47,95,6,1.58,UZ,1702410903
91,alburquerque,39.2208,-7.0023,13.38,84,98,3.54,ES,1702410903
92,polyarnyy,69.1989,33.4478,-16.62,100,65,4.77,RU,1702410903
93,carnarvon,-24.8667,113.6333,23.0,75,0,5.37,AU,1702410903
94,iqaluit,63.7506,-68.5145,-13.15,72,75,7.72,CA,1702410903
95,vorkuta,67.5,64.0,-17.32,95,100,5.45,RU,1702410904
96,sirjan,29.452,55.6814,11.04,24,100,3.87,IR,1702410904
97,comayagua,14.45,-87.6333,24.28,77,87,3.71,HN,1702410904
98,vilyuchinsk,52.9306,158.4028,-11.71,83,100,2.18,RU,1702410904
99,suva,-18.1416,178.4415,22.71,94,75,1.54,FJ,1702410904
100,susuman,62.7833,148.1667,-30.97,98,72,1.72,RU,1702410904
101,happy valley-goose bay,53.3168,-60.3315,-2.83,80,100,3.09,CA,1702410904
102,qaqortoq,60.7167,-46.0333,-0.47,97,100,3.03,GL,1702410905
103,vila velha,-20.3297,-40.2925,25.97,89,75,5.14,BR,1702410683
104,hermanus,-34.4187,19.2345,15.26,64,13,3.92,ZA,1702410905
105,ushuaia,-54.8,-68.3,11.81,43,0,6.17,AR,1702410885
106,usinsk,65.9939,57.5281,-16.07,95,100,8.49,RU,1702410905
107,nar'yan-mar,67.6713,53.087,-13.83,96,88,4.02,RU,1702410905
108,puerto baquerizo moreno,-0.9,-89.6,28.55,70,75,6.17,EC,1702410740
109,dubovskoye,47.4092,42.7575,-4.93,79,100,10.47,RU,1702410906
110,enewetak,11.3474,162.3373,27.61,80,79,9.7,MH,1702410906
111,ust-nera,64.5667,143.2,-23.39,99,100,3.47,RU,1702410906
112,klyuchi,52.2667,79.1667,-25.64,82,10,4.18,RU,1702410906
113,karratha,-20.7377,116.8463,25.46,63,3,6.24,AU,1702410906
114,sibolga,1.7427,98.7792,24.67,90,100,0.94,ID,1702410907
115,puerto natales,-51.7236,-72.4875,13.25,47,75,16.98,CL,1702410907
116,ola,59.5833,151.2833,-8.42,85,100,2.72,RU,1702410907
117,tiksi,71.6872,128.8694,-20.99,99,100,5.26,RU,1702410907
118,ambon,-3.6954,128.1814,25.08,94,40,1.03,ID,1702410907
119,yellowknife,62.456,-114.3525,-11.99,98,100,7.72,CA,1702410908
120,zuni pueblo,35.0725,-108.8506,8.35,20,100,4.8,US,1702410908
121,constantia,44.1833,28.65,4.38,84,18,4.84,RO,1702410908
122,thompson,55.7435,-97.8558,-15.91,66,40,5.66,CA,1702410908
123,maceio,-9.6658,-35.7353,28.69,69,20,5.66,BR,1702410908
124,mermoz boabab,14.7065,-17.4758,25.31,73,0,2.06,SN,1702410908
125,souillac,-20.5167,57.5167,25.21,94,75,1.54,MU,1702410908
126,karlskrona,56.1616,15.5866,-0.75,89,18,3.24,SE,1702410909
127,badger,64.8,-147.5333,-14.24,85,100,1.54,US,1702410909
128,mazabuka,-15.856,27.748,20.11,89,100,1.27,ZM,1702410909
129,pimentel,-6.8367,-79.9342,26.16,57,0,8.75,PE,1702410909
130,namibe,-15.1961,12.1522,23.57,73,86,1.24,AO,1702410909
131,kaset wisai,15.6556,103.5836,24.63,77,81,3.45,TH,1702410909
132,meadow lake,34.8014,-106.5436,10.78,33,100,2.02,US,1702410909
133,lashio,22.9333,97.75,14.45,99,26,0.65,MM,1702410910
134,gadzhiyevo,69.2551,33.3362,-17.56,100,81,4.49,RU,1702410910
135,bethel,41.3712,-73.414,6.78,51,0,3.09,US,1702410910
136,yayva,59.3303,57.2641,-21.01,81,100,4.79,RU,1702410910
137,punta arenas,-53.15,-70.9167,12.06,58,75,14.4,CL,1702410724
138,olonkinbyen,70.9221,-8.7187,-2.08,65,43,7.23,SJ,1702410910
139,lata,40.1629,-8.3327,13.37,93,100,2.22,PT,1702410911
140,salinopolis,-0.6136,-47.3561,28.8,74,32,6.88,BR,1702410911
141,kuanda,56.3161,116.0806,-35.89,98,89,0.35,RU,1702410911
142,bubaque,11.2833,-15.8333,27.86,63,20,5.72,GW,1702410911
143,igarka,67.4667,86.5833,-28.92,93,56,6.19,RU,1702410911
144,zakamensk,50.3741,103.2863,-27.39,99,90,0.49,RU,1702410911
145,dawson creek,55.7666,-120.2362,0.8,40,0,3.09,CA,1702410911
146,pingliang,35.5392,106.6861,1.09,96,100,1.67,CN,1702410912
147,kon tum,14.35,108.0,17.37,97,69,1.43,VN,1702410912
148,port alfred,-33.5906,26.891,15.66,95,100,2.07,ZA,1702410912
149,lebu,-37.6167,-73.65,14.17,68,0,9.63,CL,1702410912
150,bari,41.1177,16.8512,14.59,84,0,3.13,IT,1702410912
151,avarua,-21.2078,-159.775,27.03,78,75,7.2,CK,1702410912
152,suntar,62.1444,117.6319,-28.1,94,100,3.81,RU,1702410912
153,medina,24.4686,39.6142,19.24,88,0,1.54,SA,1702410908
154,nova sintra,14.8667,-24.7167,22.37,67,6,4.84,CV,1702410913
155,akdagmadeni,39.6603,35.8836,3.97,82,100,1.84,TR,1702410913
156,namie,37.4833,141.0,6.51,80,0,6.89,JP,1702410913
157,maturin,9.75,-63.1767,29.36,66,46,4.32,VE,1702410913
158,kabwe,-14.4469,28.4464,19.93,89,100,1.66,ZM,1702410913
159,broken hill,-31.95,141.4333,21.79,41,0,0.64,AU,1702410913
160,sovetsk,55.0839,21.8785,0.09,99,100,1.28,RU,1702410914
161,port elizabeth,-33.918,25.5701,15.61,92,75,1.54,ZA,1702410914
162,chilecito,-29.1619,-67.4974,34.65,23,3,8.01,AR,1702410914
163,richards bay,-28.783,32.0377,22.08,79,38,4.68,ZA,1702410914
164,hilo,19.7297,-155.09,26.73,80,75,1.54,US,1702410914
165,verkhnevilyuysk,63.4453,120.3167,-29.73,96,100,3.17,RU,1702410914
166,ketchikan,55.3422,-131.6461,8.26,81,100,10.29,US,1702410915
167,saint-philippe,-21.3585,55.7679,24.77,85,41,4.47,RE,1702410915
168,luwuk,-0.9516,122.7875,26.05,80,98,1.71,ID,1702410915
169,aasiaat,68.7098,-52.8699,-8.53,76,100,1.84,GL,1702410915
170,hawaiian paradise park,19.5933,-154.9731,26.61,87,75,1.54,US,1702410765
171,eilat,29.5581,34.9482,18.91,52,0,1.54,IL,1702410915
172,la plata,-34.9215,-57.9545,33.79,52,0,2.78,AR,1702410915
173,shaowu,27.3409,117.4831,10.21,94,40,0.88,CN,1702410915
174,mili,6.0815,171.735,26.47,87,100,5.06,MH,1702410916
175,tangalle,6.024,80.7911,23.69,94,100,3.22,LK,1702410704
176,nanyang,32.9947,112.5328,2.96,76,94,4.06,CN,1702410916
177,macenta,8.5435,-9.471,21.67,46,29,1.48,GN,1702410916
178,rio grande,-32.035,-52.0986,29.06,76,0,8.85,BR,1702410451
179,manay,7.215,126.5397,24.86,83,92,3.92,PH,1702410916
180,alofi,-19.0595,-169.9187,24.94,88,75,1.03,NU,1702410916
181,afaahiti,-17.75,-149.2833,28.93,84,89,9.27,PF,1702410917
182,sitka,57.0531,-135.33,6.94,76,100,10.8,US,1702410917
183,al qusiyah,27.4402,30.8184,15.15,51,0,4.07,EG,1702410917
184,tsiombe,-25.3,45.4833,23.9,85,100,1.07,MG,1702410917
185,jamestown,42.097,-79.2353,7.77,53,0,8.75,US,1702410742
186,maragogi,-9.0122,-35.2225,27.1,73,35,4.64,BR,1702410650
187,usogorsk,63.4106,48.6872,-12.96,93,100,3.97,RU,1702410918
188,hasaki,35.7333,140.8333,9.05,61,80,11.91,JP,1702410918
189,shingu,33.7333,135.9833,8.65,78,0,3.05,JP,1702410918
190,anadyr,64.75,177.4833,-25.56,83,0,7.0,RU,1702410918
191,upper dir,35.2058,71.8756,4.43,42,2,2.69,PK,1702410918
192,abu jibeha,11.4562,31.2285,24.92,16,7,4.71,SD,1702410918
193,waddan,29.1614,16.139,15.4,36,0,1.88,LY,1702410918
194,rongelap,11.1635,166.8941,27.35,74,94,10.15,MH,1702410919
195,payakumbuh,-0.2202,100.6308,21.16,98,100,1.13,ID,1702410919
196,la foa,-21.7108,165.8276,24.17,67,15,2.76,NC,1702410919
197,atafu village,-8.5421,-172.5159,28.97,75,100,7.14,TK,1702410919
198,georgetown,5.4112,100.3354,24.96,97,20,0.51,MY,1702410919
199,thongwa,16.7619,96.5278,26.09,80,0,2.18,MM,1702410919
200,adrar,20.5022,-10.0711,20.88,19,58,4.6,MR,1702410919
201,yeniseysk,58.4497,92.1703,-33.36,99,28,1.34,RU,1702410920
202,vorgashor,67.5833,63.95,-17.65,95,100,5.44,RU,1702410920
203,lom sak,16.7798,101.2422,22.65,70,33,1.91,TH,1702410920
204,tomatlan,19.9333,-105.25,33.3,34,99,2.85,MX,1702410920
205,maubin,16.7333,95.65,23.01,92,4,1.93,MM,1702410920
206,bonthe,7.5264,-12.505,27.46,77,9,3.47,SL,1702410920
207,tumut,-35.3,148.2167,21.5,76,92,1.21,AU,1702410920
208,keflavik,64.0049,-22.5624,3.24,93,100,8.23,IS,1702410687
209,long beach,33.767,-118.1892,21.65,69,0,1.79,US,1702410674
210,cabo san lucas,22.8909,-109.9124,28.67,55,84,1.11,MX,1702410921
211,olyokminsk,60.3736,120.4264,-28.24,92,100,3.14,RU,1702410921
212,xindian,36.7975,118.2944,-2.84,84,69,2.61,CN,1702410921
213,la mira tumbiscatio,18.6833,-102.2833,29.94,35,41,1.73,MX,1702410921
214,uturoa,-16.7333,-151.4333,26.72,80,73,8.42,PF,1702410921
215,loiza,18.4313,-65.8802,28.98,76,75,8.75,PR,1702410922
216,malanje,-9.5402,16.341,18.18,97,86,1.46,AO,1702410922
217,metlili chaamba,32.2667,3.6333,20.52,23,0,2.57,DZ,1702410922
218,al kharijah,25.4514,30.5464,14.53,54,0,2.97,EG,1702410922
219,ad dabbah,18.05,30.95,18.26,33,44,5.82,SD,1702410922
220,syas'stroy,60.1367,32.5691,-4.34,94,100,4.41,RU,1702410922
221,choibalsan,48.0667,114.5,-31.32,100,20,1.53,MN,1702410922
222,nikel,69.4128,30.222,-16.9,100,93,2.82,RU,1702410922
223,tinogasta,-28.0632,-67.5649,35.46,23,0,6.23,AR,1702410923
224,fairmount,43.0473,-76.2385,7.86,55,20,8.23,US,1702410923
225,hadibu,12.65,54.0333,24.41,73,95,3.75,YE,1702410923
226,floro,61.5996,5.0328,5.54,87,75,6.69,NO,1702410923
227,aras-asan,8.8908,126.3033,26.14,84,88,3.42,PH,1702410923
228,marka,1.7159,44.7717,27.03,82,100,5.42,SO,1702410923
229,prince rupert,54.3161,-130.3201,9.05,75,100,20.06,CA,1702410923
230,sinabang,2.4803,96.3801,25.69,86,100,2.24,ID,1702410923
231,hamilton,39.1834,-84.5333,11.32,47,0,5.14,US,1702410746
232,skelleftea,64.7507,20.9528,-9.8,100,100,3.6,SE,1702410924
233,kruisfontein,-34.0033,24.7314,14.38,87,100,1.18,ZA,1702410924
234,tolanaro,-25.0319,46.9987,27.04,83,20,6.17,MG,1702410924
235,hirara,24.8,125.2833,21.15,78,100,7.72,JP,1702410924
236,vitoria da conquista,-14.8661,-40.8394,26.47,46,100,4.57,BR,1702410807
237,cestos city,5.46,-9.5828,27.28,78,97,3.06,LR,1702410924
238,jayapura,-2.5333,140.7,25.66,91,100,1.58,ID,1702410862
239,beyneu,45.3167,55.2,-6.74,70,100,11.95,KZ,1702410925
240,el granada,37.5027,-122.4694,17.7,79,0,7.2,US,1702410806
241,kodiak,57.79,-152.4072,-6.27,73,0,4.12,US,1702410925
242,sinop,41.7711,34.8709,6.78,98,100,1.67,TR,1702410925
243,sola,-13.8833,167.55,25.68,60,85,6.96,VU,1702410925
244,lihue,21.9789,-159.3672,24.09,87,100,2.06,US,1702410925
245,pariaman,-0.619,100.12,25.03,88,99,1.54,ID,1702410925
246,la'ie,21.6477,-157.9253,27.98,72,2,2.68,US,1702410925
247,praia da vitoria,38.7333,-27.0667,14.31,82,40,7.85,PT,1702410926
248,soto la marina,23.7667,-98.2167,18.65,64,100,0.6,MX,1702410926
249,north myrtle beach,33.816,-78.68,13.39,52,0,1.54,US,1702410854
250,elko,41.0002,-115.5012,3.42,78,95,2.68,US,1702410926
251,mingguang,32.7802,117.9638,2.16,87,11,3.51,CN,1702410926
252,kavaratti,10.5669,72.642,27.95,72,8,1.69,IN,1702410926
253,marrakesh,31.6315,-8.0083,19.04,42,0,3.09,MA,1702410737
254,cifteler,39.3831,31.0392,4.64,84,49,3.2,TR,1702410927
255,santa cruz,-17.8,-63.1667,36.7,38,40,7.2,BO,1702410713
256,chonchi,-42.6128,-73.8092,15.56,60,83,1.49,CL,1702410927
257,sambava,-14.2667,50.1667,26.5,81,100,3.96,MG,1702410927
258,severo-yeniseyskiy,60.3725,93.0408,-39.12,100,60,0.45,RU,1702410927
259,cadale,2.7603,46.3222,27.35,77,80,7.01,SO,1702410928
260,binzhou,37.3667,118.0167,-2.13,85,97,2.58,CN,1702410929
261,kuala terengganu,5.3302,103.1408,24.97,100,40,0.0,MY,1702410929
262,general jose de san martin,-26.5374,-59.3416,34.09,51,21,4.01,AR,1702410929
263,port augusta,-32.5,137.7667,20.95,43,14,3.23,AU,1702410929
264,kerikeri,-35.2268,173.9474,16.06,79,100,4.12,NZ,1702410929
265,am timan,11.0297,20.2827,24.95,21,36,3.31,TD,1702410929
266,gizo,-8.103,156.8419,27.12,76,70,1.61,SB,1702410930
267,haiku-pauwela,20.9219,-156.3051,24.54,77,40,5.66,US,1702410930
268,saldanha,-33.0117,17.9442,15.03,69,0,12.51,ZA,1702410930
269,labasa,-16.4167,179.3833,26.45,66,52,0.91,FJ,1702410931
270,east london,-33.0153,27.9116,17.26,84,100,2.44,ZA,1702410931
271,midvagur,62.0511,-7.1939,3.46,87,100,4.63,FO,1702410931
272,sikasso,10.9167,-7.0,25.27,17,4,2.18,ML,1702410931
273,new norfolk,-42.7826,147.0587,14.28,66,96,0.76,AU,1702410931
274,laguna,38.421,-121.4238,15.72,65,0,2.57,US,1702410931
275,mangalia,43.8,28.5833,5.93,82,3,4.25,RO,1702410932
276,muromtsevo,56.3724,75.2418,-27.59,93,100,2.53,RU,1702410932
277,pisco,-13.7,-76.2167,24.03,64,24,2.57,PE,1702410856
278,sao vicente,-23.9631,-46.3919,28.1,51,75,2.24,BR,1702410754
279,preobrazheniye,42.9019,133.9064,-8.69,38,9,3.62,RU,1702410932
280,fortuna,40.5982,-124.1573,9.19,100,100,0.0,US,1702410932
281,fort mcmurray,56.7268,-111.381,-8.23,73,0,3.09,CA,1702410932
282,lorengau,-2.0226,147.2712,26.99,83,100,4.71,PG,1702410933
283,cidreira,-30.1811,-50.2056,23.03,79,0,9.17,BR,1702410933
284,birao,10.2849,22.7882,25.28,15,80,4.04,CF,1702410933
285,tirebolu,41.0069,38.8139,12.27,95,100,1.07,TR,1702410933
286,kabalo,-6.05,26.9167,21.48,96,100,1.68,CD,1702410933
287,kailua-kona,19.6406,-155.9956,27.0,69,20,3.09,US,1702410933
288,darab,28.7519,54.5444,13.89,27,100,0.93,IR,1702410933
289,nyurba,63.2842,118.3319,-28.07,97,100,3.18,RU,1702410934
290,ha'il,27.5219,41.6907,14.01,94,75,2.06,SA,1702410934
291,port macquarie,-31.4333,152.9167,21.05,87,15,2.83,AU,1702410934
292,san julian,21.0167,-102.1667,16.49,41,100,1.17,MX,1702410934
293,sao felix do xingu,-6.6447,-51.995,25.43,93,99,0.87,BR,1702410934
294,pacific,38.482,-90.7415,12.96,53,75,0.45,US,1702410934
295,kashgar,39.4547,75.9797,7.56,13,40,11.0,CN,1702410934
296,hobyo,5.3505,48.5268,26.24,74,75,6.11,SO,1702410935
297,bungu,-7.6337,39.0582,23.26,94,17,1.33,TZ,1702410935
298,nadym,65.5333,72.5167,-17.0,94,100,5.84,RU,1702410935
299,valdosta,30.8327,-83.2785,15.95,47,0,3.09,US,1702410769
300,holualoa,19.6228,-155.9522,24.93,69,20,3.09,US,1702410935
301,okha,53.5739,142.9478,-21.4,91,73,9.57,RU,1702410935
302,midelt,32.6852,-4.7451,14.25,42,59,5.58,MA,1702410935
303,ulsteinvik,62.3432,5.8487,1.15,76,82,4.02,NO,1702410936
304,howrah,22.5892,88.3103,17.0,82,0,0.0,IN,1702410936
305,yamba,-5.9,22.3,21.64,98,52,0.18,CD,1702410936
306,kayangel,8.0823,134.7173,28.54,77,86,8.48,PW,1702410936
307,katsuura,35.1333,140.3,11.06,74,79,9.38,JP,1702410936
308,shibirghan,36.6676,65.7529,2.11,43,73,3.05,AF,1702410936
309,bukama,-9.2,25.85,22.14,91,100,0.38,CD,1702410936
310,waterford,42.7023,-83.4027,6.33,51,20,8.75,US,1702410937
311,darwin,-12.4611,130.8418,25.99,89,40,3.09,AU,1702410809
312,banting,2.8167,101.5,27.14,96,100,1.21,MY,1702410937
313,namtsy,62.7161,129.6658,-31.58,93,100,3.88,RU,1702410937
314,makarska,43.2969,17.0178,11.89,92,100,5.92,HR,1702410937
315,alice springs,-23.7,133.8833,16.75,67,0,1.03,AU,1702410937
316,estevan,49.1334,-102.9842,-3.77,74,40,5.14,CA,1702410759
317,anan,33.9167,134.65,11.88,71,78,9.75,JP,1702410938
318,van wert,40.8695,-84.5841,8.53,54,0,5.66,US,1702410938
319,novo aripuana,-5.1206,-60.3797,32.92,50,97,2.14,BR,1702410938
320,agbor,6.2518,6.1934,24.97,39,5,1.72,NG,1702410938
321,bhanvad,21.9264,69.7736,19.93,45,41,2.77,IN,1702410938
322,makurazaki,31.2667,130.3167,13.68,79,0,3.67,JP,1702410938
323,abancay,-13.6339,-72.8814,23.93,52,100,3.12,PE,1702410844
324,zdvinsk,54.7021,78.661,-33.08,98,67,1.83,RU,1702410938
325,issoudun,47.0,1.8333,11.36,93,100,6.69,FR,1702410939
326,anton lizardo,19.05,-95.9833,24.56,73,91,4.39,MX,1702410939
327,ust'-ilimsk,58.0006,102.6619,-33.09,100,99,1.24,RU,1702410939
328,tual,-5.6667,132.75,28.6,79,100,6.82,ID,1702410850
329,formosa do rio preto,-11.0483,-45.1931,31.87,31,93,2.02,BR,1702410939
330,eyl,7.9803,49.8164,25.24,72,57,6.68,SO,1702410939
331,neiafu,-18.65,-173.9833,25.38,78,20,0.0,TO,1702410940
332,las tablas,7.7667,-80.2833,29.79,75,61,6.05,PA,1702410940
333,qamdo,31.1667,97.2333,-10.18,59,14,3.17,CN,1702410940
334,namdrik,5.5994,168.1028,28.29,79,96,8.97,MH,1702410940
335,utrik,11.2278,169.8474,26.64,80,100,9.34,MH,1702410940
336,vryburg,-26.9566,24.7284,25.18,18,0,3.99,ZA,1702410940
337,san pedro,14.35,121.0167,26.84,86,75,1.79,PH,1702410940
338,whitehorse,60.7161,-135.0538,2.43,75,100,10.29,CA,1702410941
339,basco,20.4487,121.9702,25.88,74,1,9.78,PH,1702410941
340,port lincoln,-34.7333,135.8667,17.19,73,29,6.0,AU,1702410941
341,presidente epitacio,-21.7633,-52.1156,36.13,27,7,3.18,BR,1702410718
342,groningen,53.25,6.75,7.3,97,75,3.6,NL,1702410850
343,chinhoyi,-17.3667,30.2,21.31,83,100,1.25,ZW,1702410941
344,vernon,50.2581,-119.2691,2.34,69,63,1.34,CA,1702410878
345,selfoss,63.9331,-20.9971,-1.64,96,100,3.88,IS,1702410941
346,tartouss,34.889,35.8866,16.73,68,29,1.25,SY,1702410942
347,okhotsk,59.3833,143.3,-14.98,98,100,5.79,RU,1702410942
348,inirida,3.8653,-67.9239,31.78,60,94,0.74,CO,1702410942
349,san jose del guaviare,2.5729,-72.6459,29.56,76,27,1.74,CO,1702410942
350,nemuro,43.3236,145.575,-0.57,69,38,10.32,JP,1702410942
351,amol,36.4696,52.3507,10.63,80,100,0.76,IR,1702410942
352,vila franca do campo,37.7167,-25.4333,15.23,74,5,4.97,PT,1702410942
353,sao joao da barra,-21.6403,-41.0511,25.05,77,46,6.96,BR,1702410942
354,natal,-5.795,-35.2094,30.36,62,20,7.2,BR,1702410732
355,hassi messaoud,31.6804,6.0729,18.92,30,0,3.6,DZ,1702410943
356,lodja,-3.4833,23.4333,21.23,99,98,0.28,CD,1702410943
357,road town,18.4167,-64.6167,28.05,69,40,8.23,VG,1702410943
358,jabor,5.921,169.6434,27.85,84,100,10.24,MH,1702410943
359,remire-montjoly,4.9167,-52.2667,29.02,79,75,2.06,GF,1702410943
360,lospalos,-8.5186,127.0025,23.59,91,99,1.23,TL,1702410943
361,shimoda,34.6667,138.95,9.5,84,99,5.83,JP,1702410943
362,palapag,12.5458,125.1147,25.94,89,15,4.33,PH,1702410943
363,altes lager,48.4167,9.55,7.97,98,100,3.03,DE,1702410944
364,muriti,-1.9833,32.9167,23.46,71,100,3.11,TZ,1702410944
365,saint-pierre,-21.3393,55.4781,24.82,73,75,1.54,RE,1702410944
